"regulation_code","regulation_name","regulation_short_name","comtrade_primary_code","commodity_short_name","hs_4d_code","hs_4d_name","hs_6d_code","hs_6d_name","fao_code","fao_name","bp","fao_parent_code","fao_primary_code","in_mapping_table","match"
"4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","Particle board",,"Wood","4410","Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","441031","Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, other than waferboard and oriented strand board, unworked or not further worked than sanded","1873","Wood based panels",,,,"1","partial"
"4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","Particle board",,"Wood","4410","Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","441032","Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, other than waferboard and oriented strand board, surface-covered with malamine-impregnated paper","1873","Wood based panels",,,,"1","partial"
"4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","Particle board",,"Wood","4410","Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","441033","Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, other than waferboard and oriented strand board, surface-covered with decorative laminates of plastics","1873","Wood based panels",,,,"1","partial"
"4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","Particle board",,"Wood","4410","Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","441039","Wood; particle board and similar board of wood, whether or not agglomerated with resins or other organic binding substances, n.e.c. in heading No.4410","1873","Wood based panels",,,,"1","partial"
"4410","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","Particle board",,"Wood","4410","Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances","441090","Particle board, oriented strand board (OSB) and similar board of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances","1873","Wood based panels",,,,"1","partial"
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441111","Wood; fibreboard of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441112","Medium density fibreboard (MDF), of a thickness not exceeding 5 mm","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441113","Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441114","Medium density fibreboard (MDF), of a thickness exceeding 9 mm","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441119","Wood; fibreboard of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441121","Wood; fibreboard of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441129","Wood; fibreboard of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441131","Wood; fibreboard of a density exceeding 0.35g/cm3 but not 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441139","Wood; fibreboard of a density exceeding 0.35g/cm3 but not 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441191","Wood; fibreboard of wood or other ligneous materials, not mechanically worked or surface coloured, whether or not bonded with resins or other organic substances, n.e.s. in heading no. 4411","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441192","Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441193","Fibreboard (other than MDF) of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441194","Fibreboard (other than MDF) of a density not exceeding 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances","1873","Wood based panels",,,,,
"4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","Fibreboard",,"Wood","4411","Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances","441199","Wood; fibreboard of wood or other ligneous materials, mechanically worked or surface coloured, whether or not bonded with resins or other organic substances, n.e.s. in heading no. 4411","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441210","Plywood, veneered panels and similar laminated wood; of bamboo","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441211","Plywood; wood only, each ply 6mm or thinner at least one outer ply of meranti, lauan, sipo, limba, okoume, acajou d'afrique, pallissandre du bresil, sapelli, obeche, baboen, mahogany, or bois de rose","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441212","Plywood; wood only, each ply 6mm or thinner at least one outer ply of non-coniferous wood n.e.s. in item no. 4412.11","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441213","Plywood; consisting only of sheets of wood, each ply 6mm or thinner, with at least one outer ply of tropical wood, (as specified in subheading note 1, chapter 44, customs tariff)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441214","Plywood; consisting only of sheets of wood, each ply 6mm or thinner, with at least one outer ply of non-coniferous wood, (without an outer ply of tropical wood as specified in subheading note 1, chapter 44, customs tariff)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441219","Plywood; consisting only of sheets of wood, each ply 6mm or thinner, not containing an outer ply of non-coniferous or tropical wood (as specified in subheading note 1, chapter 44, customs tariff)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441221","Plywood; containing at least one layer of particle board, with at least one outer ply of non-coniferous wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441222","Plywood; (not consisting only of sheets of wood), with at least one outer ply of non-coniferous wood and at least one ply of tropical wood (as specified in subheading note 1, chapter 44, customs tariff)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441223","Plywood; (not consisting only of sheets of wood), with at least one outer ply of non-coniferous wood, with at least one layer of particle board, (without a ply of tropical wood as specified in subheading note 1, chapter 44, customs tariff)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441229","Plywood; (not consisting only of sheets of wood), with at least one outer ply of non-coniferous wood, not containing a layer of particle board or tropical wood (as specified in subheading note 1, chapter 44, customs tariff)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441231","Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441232","Plywood; as specified in Subheading Note 2 to this Chapter, consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood, without an outer ply of tropical wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441233","Plywood; with sheets of wood only; not bamboo; each ply 6mm or less, with at least one outer ply of alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane, poplar, aspen, robinia, tulipwood or walnut","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441234","Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441239","Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441241","Plywood, veneered panels and similar laminated wood; laminated veneered lumber (LVL); with at least one outer ply of tropical wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441242","Laminated veneered lumber (LVL); with at least one outer ply of non-coniferous wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441249","Laminated veneered lumber (LVL); with both outer plies of coniferous wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441251","Blockboard, laminboard and battenboard; with at least one outer layer of tropical wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441252","Blockboard, laminboard and battenboard; with at least one outer ply of non-coniferous wood, (not containing particle board)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441259","Blockboard, laminboard and battenboard; with both outer plies of coniferous wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441291","Plywood; n.e.c. in heading 4412, with at least one outer ply of tropical wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441292","Plywood; n.e.c. in heading 4412, with at least one outer ply of non-coniferous wood","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441293","Plywood; (not consisting only of sheets of wood), no outer ply of non-coniferous and no ply of tropical wood (in subheading note 1, chapter 44, customs tariff), but containing at least one layer of particle board","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441294","Blockboard, laminboard and battenboard (not bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)","1873","Wood based panels",,,,,
"4412","Plywood, veneered panels and similar laminated wood","Plywood and veneer",,"Wood","4412","Plywood, veneered panels and similar laminated wood","441299","Plywood; n.e.c. in heading 4412, with both outer plies of coniferous wood","1873","Wood based panels",,,,,
"44130000","Densified wood, in blocks, plates, strips or profile shapes","Densified wood",,"Wood","4413","Densified wood, in blocks, plates, strips or profile shapes","441300","Wood; densified wood, in blocks, plates, strips or profile shapes",,,,,,,
"4414","Wooden frames for paintings, photographs, mirrors or similar objects","Wooden frames",,"Wood","4414","Wooden frames; for paintings, photographs, mirrors or similar objects","441400","Wooden frames; for paintings, photographs, mirrors or similar objects",,,,,,,
"4414","Wooden frames for paintings, photographs, mirrors or similar objects","Wooden frames",,"Wood","4414","Wooden frames; for paintings, photographs, mirrors or similar objects","441410","Wooden frames; for paintings, photographs, mirrors or similar objects; of tropical wood",,,,,,,
"4414","Wooden frames for paintings, photographs, mirrors or similar objects","Wooden frames",,"Wood","4414","Wooden frames; for paintings, photographs, mirrors or similar objects","441490","Wooden frames; for paintings, photographs, mirrors or similar objects; not of tropical wood",,,,,,,
"4415","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood (Not including packing material used exclusively as packing material to support, protect or carry another product placed on the market.)","Packing cases and boxes",,"Wood","4415","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood","441510","Wood; cases, boxes, crates, drums, similar packings and cable-drums",,,,,,,
"4415","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood (Not including packing material used exclusively as packing material to support, protect or carry another product placed on the market.)","Packing cases and boxes",,"Wood","4415","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood","441520","Wood; pallets, box pallets and other load boards; pallet collars",,,,,,,
"44160000","Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves","Casks and barrels",,"Wood","4416","Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves","441600","Wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",,,,,,,
"4417","Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood","Tools of wood",,"Wood","4417","Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood","441700","Wood; tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441810","Wood; windows, French-windows and their frames",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441811","Wood; windows, French-windows and their frames; of tropical wood",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441819","Wood; windows, French-windows and their frames; (of other than tropical wood)",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441820","Wood; doors and their frames and thresholds",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441821","Wood; doors and their frames and thresholds, of tropical wood;",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441829","Wood; doors and their frames and thresholds, (of other than tropical wood)",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441830","wood; posts and beams other than products of subheadings 4418.81 to 4418.89",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441840","Wood; shuttering for concrete constructional work",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441850","Wood; shingles and shakes",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441860","Wood; posts and beams",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441871","Wood; assembled flooring panels, for mosaic floors",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441872","Wood; assembled flooring panels, multilayer, other than mosaic",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441873","Wood; assembled flooring panels, of bamboo or with at least the top layer (wear layer) of bamboo",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441874","Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, for mosaic floors",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441875","Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, multilayer",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441879","Wood; assembled flooring panels, n.e.c in headings 4418.73, 4418.74 or 4418.75",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441881","Wood; engineered structural timber products, glue-laminated timber (glulam)",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441882","Wood; engineered structural timber products, cross-laminated timber (CLT or X-lam)",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441883","Wood; engineered structural timber products, I beams",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441889","Wood; engineered structural timber products, other than glue-laminated timber (glulam), cross-laminated timber (CLT or X-lam), or I beams",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441890","Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441891","Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, of bamboo",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441892","Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, cellular wood panels",,,,,,,
"4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","Joinery",,"Wood","4418","Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes","441899","Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, other than of bamboo or cellular wood panels",,,,,,,
"4419","Tableware and kitchenware, of wood","Tableware of wood",,"Wood","4419","Tableware and kitchenware, of wood","441900","Wood; table and kitchenware",,,,,,,
"4419","Tableware and kitchenware, of wood","Tableware of wood",,"Wood","4419","Tableware and kitchenware, of wood","441911","Tableware and kitchenware, of wood; of bamboo, bread boards, chopping boards and similar boards",,,,,,,
"4419","Tableware and kitchenware, of wood","Tableware of wood",,"Wood","4419","Tableware and kitchenware, of wood","441912","Tableware and kitchenware, of wood; of bamboo, chopsticks",,,,,,,
"4419","Tableware and kitchenware, of wood","Tableware of wood",,"Wood","4419","Tableware and kitchenware, of wood","441919","Tableware and kitchenware, of wood; of bamboo, n.e.c. in heading 4419",,,,,,,
"4419","Tableware and kitchenware, of wood","Tableware of wood",,"Wood","4419","Tableware and kitchenware, of wood","441920","Tableware and kitchenware, of wood; of tropical wood",,,,,,,
"4419","Tableware and kitchenware, of wood","Tableware of wood",,"Wood","4419","Tableware and kitchenware, of wood","441990","Tableware and kitchenware, of wood; not of bamboo or tropical wood",,,,,,,
"4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94","Wood marquetry",,"Wood","4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94","442010","Wood; statuettes and other ornaments of wood",,,,,,,
"4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94","Wood marquetry",,"Wood","4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94","442011","Wood; statuettes and other ornaments, of tropical wood",,,,,,,
"4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94","Wood marquetry",,"Wood","4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94","442019","Wood; statuettes and other ornaments, of other than tropical wood",,,,,,,
"4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94","Wood marquetry",,"Wood","4420","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94","442090","Wood; marquetry and inlaid wood, caskets and cases for jewellery or cutlery and similar articles of wood, wooden articles of furniture not falling in chapter 94",,,,,,,
"4421","Other articles of wood, including 4421 20 ","Other articles of wood",,"Wood","4421","Wooden articles n.e.c. in heading no. 4414 to 4420","442110","Wood; clothes hangers",,,,,,,
"4421","Other articles of wood, including 4421 20 ","Other articles of wood",,"Wood","4421","Wooden articles n.e.c. in heading no. 4414 to 4420","442120","Wood; coffins",,,,,,,
"4421","Other articles of wood, including 4421 20 ","Other articles of wood",,"Wood","4421","Wooden articles n.e.c. in heading no. 4414 to 4420","442190","Wood; articles of wood n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",,,,,,,
"4421","Other articles of wood, including 4421 20 ","Other articles of wood",,"Wood","4421","Wooden articles n.e.c. in heading no. 4414 to 4420","442191","Wood; of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",,,,,,,
"4421","Other articles of wood, including 4421 20 ","Other articles of wood",,"Wood","4421","Wooden articles n.e.c. in heading no. 4414 to 4420","442199","Wood; not of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",,,,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4701","Wood pulp, mechanical wood pulp","470100","Wood pulp; mechanical wood pulp","1875","Wood pulp",,,,,
"47","Pulp and paper of Chapters 47 and 48 of the Combined Nomenclature, with the exception of bamboo-based and recovered (waste and scrap) products","Pulp",,"Wood","4702","Chemical wood pulp, dissolving grades","470200","Wood pulp; chemical wood pulp, dissolving grades","1875","Wood pulp",,,,"1","total"
